iso3st,year,nreserve,nreserveg,resdebt,resimport,usdef
PER,2020,74961659711,72853559863,101.92042,17.837566,108.28797
PER,2021,78589897923,76560945306,90.896538,12.124173,113.25269
PER,2022,72328123071,70307850583,82.112457,9.7477417,121.22684
PHL,1960,126942400,111670000,,,15.795792
PHL,1961,53690650,26590000,,,16.00906
PHL,1962,75066970,34000000,,,16.208313
PHL,1963,109064000,81000000,,,16.384724
PHL,1964,123073840,100000000,,,16.63114
PHL,1965,193590320,155450000,,,16.950428
PHL,1966,193733830,149500000,,,17.441784
PHL,1967,180332800,120000000,,,17.991423
PHL,1968,173204900,99000000,,,18.777142
PHL,1969,121267200,76000000,,,19.708204
PHL,1970,254792000,195000000,,,20.745394
PHL,1971,392507808,309000000,16.223,,21.797146
PHL,1972,600318208,479798912,22.473969,,22.740118
PHL,1973,1111431680,992783424,40.250912,,23.986258
PHL,1974,1655870720,1458926720,50.09808,,26.144709
PHL,1975,1462602752,1314498816,35.068687,,28.566437
PHL,1976,1739096960,1596800896,28.795565,,30.13859
PHL,1977,1653546112,1479358976,20.206034,3.7809744,32.0112
PHL,1978,2104978560,1763040512,19.540905,3.9955304,34.262844
PHL,1979,3121121280,2249697280,23.499582,4.620461,37.105537
PHL,1980,3977980416,2846140416,22.839376,4.6130424,40.457321
PHL,1981,2858396416,2198943744,13.751598,3.076025,44.285458
PHL,1982,1740333184,887757760,7.1288204,1.786484,47.021595
PHL,1983,857185280,746931776,3.5404634,.9042834,48.863388
PHL,1984,844406784,602083008,3.4668355,1.0449501,50.62632
PHL,1985,1098200576,614894528,4.1227913,1.5818517,52.22739
PHL,1986,2611227648,1728184576,9.2583084,3.8589573,53.279194
PHL,1987,2312132608,968271040,7.7628036,2.7225583,54.599125
PHL,1988,2168908288,1003387968,7.4965324,2.1998899,56.525108
PHL,1989,2398209024,1416962048,8.3698807,1.9586544,58.741322
PHL,1990,2036231424,924351424,6.6587358,1.4865716,60.940205
PHL,1991,4436167168,3245949440,13.652543,3.2610881,63.001087
PHL,1992,5335691451,4403257951,16.062149,3.3457856,64.43679
PHL,1993,5933972480,4675688448,16.418322,3.1525953,65.964149
PHL,1994,7146366464,6038007296,17.755215,3.0716143,67.37262
PHL,1995,7780874730,6396309504,19.762928,2.6138093,68.78521
PHL,1996,11775610880,10058228736,26.766855,3.2049019,70.044502
PHL,1997,8744996385,7297478656,17.249069,1.9617145,71.252388
PHL,1998,10837476352,9274146816,20.223131,3.074316,72.053169
PHL,1999,15068981248,13269721088,25.773809,5.1722713,73.072792
PHL,2000,15074070528,13090217984,25.793467,4.6779985,74.728035
PHL,2001,15682884608,13476292608,26.860023,5.1441784,76.410675
PHL,2002,16321045504,13329277952,27.179007,5.1120415,77.598091
PHL,2003,17083609600,13654873163,27.224752,5.044497,79.130127
PHL,2004,16234405946,13116283946,26.553341,4.4455495,81.258003
PHL,2005,18474495450,15925983270,31.481333,4.6034913,83.805809
PHL,2006,22963020102,20025418617,39.874893,5.0882545,86.390244
PHL,2007,33740202689,30210597102,57.025845,6.7401304,88.730782
PHL,2008,37497616849,33192893594,64.364853,6.3995347,90.440361
PHL,2009,44205983462,38782892837,78.978348,9.1851177,90.998184
PHL,2010,62326286865,55362821445,95.378868,10.43727,92.104073
PHL,2011,75123089217,67289681787,113.64806,11.599641,94.00428
PHL,2012,83788600501,73478389941,120.80396,11.473876,95.754791
PHL,2013,83182370907,75688607378,125.67606,11.620932,97.384422
PHL,2014,79629428309,72056986770,103.19395,9.9405031,99.08049
PHL,2015,80640411491,73963945253,105.73537,9.8983583,100
PHL,2016,80666223157,73432698664,107.91794,8.8465614,100.95033
PHL,2017,81413504334,73228467061,111.36031,7.7830229,102.75814
PHL,2018,79195598850,71039872169,100.2609,6.8831601,105.11222
PHL,2019,89515298356,79823656328,107.01954,7.7202454,106.87654
PHL,2020,109990000000,98512083712,111.66705,12.285445,108.28797
PHL,2021,108755000000,99461671284,102.16727,9.6618099,113.25269
PHL,2022,96040188241,86850194729,86.353966,7.1710272,121.22684
PLW,1960,,,,,15.795792
PLW,1961,,,,,16.00906
PLW,1962,,,,,16.208313
PLW,1963,,,,,16.384724
PLW,1964,,,,,16.63114
PLW,1965,,,,,16.950428
PLW,1966,,,,,17.441784
PLW,1967,,,,,17.991423
PLW,1968,,,,,18.777142
PLW,1969,,,,,19.708204
PLW,1970,,,,,20.745394
PLW,1971,,,,,21.797146
PLW,1972,,,,,22.740118
PLW,1973,,,,,23.986258
PLW,1974,,,,,26.144709
PLW,1975,,,,,28.566437
PLW,1976,,,,,30.13859
PLW,1977,,,,,32.0112
PLW,1978,,,,,34.262844
PLW,1979,,,,,37.105537
PLW,1980,,,,,40.457321
PLW,1981,,,,,44.285458
PLW,1982,,,,,47.021595
PLW,1983,,,,,48.863388
PLW,1984,,,,,50.62632
PLW,1985,,,,,52.22739
PLW,1986,,,,,53.279194
PLW,1987,,,,,54.599125
PLW,1988,,,,,56.525108
PLW,1989,,,,,58.741322
PLW,1990,,,,,60.940205
PLW,1991,,,,,63.001087
PLW,1992,,,,,64.43679
PLW,1993,,,,,65.964149
PLW,1994,,,,,67.37262
PLW,1995,,,,,68.78521
PLW,1996,,,,,70.044502
PLW,1997,,,,,71.252388
PLW,1998,,,,,72.053169
PLW,1999,,,,,73.072792
PLW,2000,,,,,74.728035
PLW,2001,,,,,76.410675
PLW,2002,,,,,77.598091
PLW,2003,,,,,79.130127
PLW,2004,,,,,81.258003
PLW,2005,,,,,83.805809
PLW,2006,,,,,86.390244
PLW,2007,,,,,88.730782
PLW,2008,,,,,90.440361
PLW,2009,,,,,90.998184
PLW,2010,,,,,92.104073
PLW,2011,,,,,94.00428
PLW,2012,,,,,95.754791
PLW,2013,,,,,97.384422
PLW,2014,,,,,99.08049
PLW,2015,,,,,100
PLW,2016,,,,,100.95033
PLW,2017,,,,,102.75814
PLW,2018,,,,,105.11222
PLW,2019,,,,,106.87654
PLW,2020,,,,,108.28797
PLW,2021,,,,,113.25269
PLW,2022,,,,,121.22684
PNG,1960,,,,,15.795792
PNG,1961,,,,,16.00906
PNG,1962,,,,,16.208313
PNG,1963,,,,,16.384724
PNG,1964,,,,,16.63114
PNG,1965,,,,,16.950428
PNG,1966,,,,,17.441784
PNG,1967,,,,,17.991423
PNG,1968,,,,,18.777142
PNG,1969,,,,,19.708204
PNG,1970,,,,,20.745394
PNG,1971,,,,,21.797146
PNG,1972,,,,,22.740118
PNG,1973,31260000,31260000,5.9477267,,23.986258
PNG,1974,32450000,32450000,6.4216537,,26.144709
PNG,1975,179670000,179670000,35.505341,,28.566437
PNG,1976,257201872,257201872,49.39048,4.5055909,30.13859
PNG,1977,431365344,426630784,63.829105,6.2752943,32.0112
PNG,1978,414750080,404720192,71.106819,4.933073,34.262844
PNG,1979,530801856,503549120,87.211403,5.4011478,37.105537
PNG,1980,457765888,423431072,63.666866,3.5188885,40.457321
PNG,1981,420885888,396168544,35.532074,3.0654032,44.285458
PNG,1982,481383136,452883552,29.57633,3.7358031,47.021595
PNG,1983,463965440,440065248,24.842087,3.7406459,48.863388
PNG,1984,454590624,435225376,22.401611,3.5935328,50.62632
PNG,1985,463143680,442569184,21.927153,4.194315,52.22739
PNG,1986,450076864,425462272,22.683992,3.7024739,53.279194
PNG,1987,467328128,436831264,20.534536,3.2481,54.599125
PNG,1988,419338016,393493504,18.638575,2.3451703,56.525108
PNG,1989,409643488,384381696,17.685755,2.4392569,58.741322
PNG,1990,427289984,403036128,16.472881,2.9833064,60.940205
PNG,1991,345327808,323052064,12.448169,1.8274925,63.001087
PNG,1992,259575831,238582080.7,6.8508711,1.2797297,64.43679
PNG,1993,166063200,141453424,5.080699,.85181856,65.964149
PNG,1994,120208368,96064768,4.3049254,.6121735,67.37262
PNG,1995,266687775.1,261350624,10.643784,1.3250365,68.78521
PNG,1996,607155840,583893056,24.214912,2.6465418,70.044502
PNG,1997,380957689.1,362675104,14.711582,1.6613632,71.252388
PNG,1998,211012768,192881376,7.7803211,1.1767294,72.053169
PNG,1999,223426640,205140896,8.4082727,1.2825818,73.072792
PNG,2000,304157920,286867584,13.081614,1.8130075,74.728035
PNG,2001,440065792,422646272,21.493824,2.8628094,76.410675
PNG,2002,343099520,321506272,18.478859,1.9947391,77.598091
PNG,2003,520462532.7,494175782.7,27.931488,2.4513528,79.130127
PNG,2004,660156571,632562571,37.302273,2.7197223,81.258003
PNG,2005,750418379.4,718099379.4,40.109879,2.7652202,83.805809
PNG,2006,1440728433,1400679333,82.112869,3.977391,86.390244
PNG,2007,2106234947,2053708697,137.58363,4.7845678,88.730782
PNG,2008,2008196049,1953401799,139.80948,4.287117,90.440361
PNG,2009,2629121235,2560608735,148.62335,5.8450446,90.998184
PNG,2010,3121182845,3032636345,52.132584,5.4046082,92.104073
PNG,2011,4352806335,4256353335,34.58976,6.6798444,94.00428
PNG,2012,4035177908,3930345908,27.040915,5.222013,95.754791
PNG,2013,2850601817,2774718317,13.191314,3.4198246,97.384422
PNG,2014,2329505233,2253527233,11.403119,4.367589,99.08049
PNG,2015,1758569680,1691789680,8.626071,3.354449,100
PNG,2016,1656817795,1607736938,8.6080608,4.1521559,100.95033
PNG,2017,1735798651,1680267339,10.077945,3.2453916,102.75814
PNG,2018,2213546839,2158651577,12.489258,3.6025615,105.11222
PNG,2019,2308231642,2242998947,12.314065,3.3846838,106.87654
PNG,2020,2686185781,2605186734,14.884494,5.2689247,108.28797
PNG,2021,3240131311,3162173316,16.438684,5.1705465,113.25269
PNG,2022,3982557796,3904931746,21.29739,,121.22684
POL,1960,,,,,15.795792
POL,1961,,,,,16.00906
POL,1962,,,,,16.208313
POL,1963,,,,,16.384724
POL,1964,,,,,16.63114
POL,1965,,,,,16.950428
POL,1966,,,,,17.441784
POL,1967,,,,,17.991423
POL,1968,,,,,18.777142
POL,1969,,,,,19.708204
POL,1970,,,,,20.745394
POL,1971,,,,,21.797146
POL,1972,,,,,22.740118
POL,1973,,,,,23.986258
POL,1974,,,,,26.144709
POL,1975,,,,,28.566437
POL,1976,,,,,30.13859
POL,1977,,,,,32.0112
POL,1978,,,,,34.262844
POL,1979,1223020032,565100032,,.76196665,37.105537
POL,1980,574441024,127600000,,.33893657,40.457321
POL,1981,,,,,44.285458
POL,1982,,,,,47.021595
POL,1983,,,,,48.863388
POL,1984,1251517568,1106000000,,.95773298,50.62632
POL,1985,1024744000,870400000,,.81039464,52.22739
POL,1986,882302656,697797824,,.64827526,53.279194
POL,1987,1723208704,1494713472,,1.261192,54.599125
POL,1988,2248959232,2055321088,,1.4677495,56.525108
POL,1989,2503603456,2314331392,,1.540837,58.741322
POL,1990,4673859584,4492139520,,2.9389181,60.940205
POL,1991,3799891456,3632638720,,2.1142809,63.001087
POL,1992,4256740152,4099112902,,2.2209079,64.43679
POL,1993,4276726016,4091948544,,2.0602453,65.964149
POL,1994,6023061504,5841784320,,2.9041965,67.37262
POL,1995,14957023987,14774090752,,4.8628869,68.78521
POL,1996,18018684928,17844029440,,4.9378662,70.044502
POL,1997,20669498321,20407156736,,5.0730996,71.252388
POL,1998,28276350976,27325171712,,6.1324792,72.053169
POL,1999,27314255872,26354688000,,5.9637027,73.072792
POL,2000,27469379584,26562048000,,5.4114418,74.728035
POL,2001,26563086336,25648424960,,5.1159105,76.410675
POL,2002,29783863296,28649703424,,5.3272672,77.598091
POL,2003,33958963963,32579118213,,4.8857131,79.130127
POL,2004,36772763413,35323859413,,4.049418,81.258003
POL,2005,42560656301,40863652301,,4.1206341,83.805809
POL,2006,48473948179,46371052579,,3.6823814,86.390244
POL,2007,65724834525,62966789525,,3.7597332,88.730782
POL,2008,62183606684,59305603934,,2.8989689,90.440361
POL,2009,79521599626,75923343669,,4.9600763,90.998184
POL,2010,93472504101,88821825714,,4.8792658,92.104073
POL,2011,97712435349,92646488277,,4.3894167,94.00428
POL,2012,108902000000,103396000000,,5.1421313,95.754791
POL,2013,106221000000,102236000000,,4.8413982,97.384422
POL,2014,100452000000,96461531333,,4.2539501,99.08049
POL,2015,94902630299,91394818430,,4.6277976,100
POL,2016,114329000000,110535000000,,5.3982244,100.95033
POL,2017,113267000000,108975000000,,4.6068301,102.75814
POL,2018,116957000000,111656000000,,4.1535602,105.11222
POL,2019,128392000000,117196000000,,4.610435,106.87654
POL,2020,154219000000,140316000000,,5.7801127,108.28797
POL,2021,166030000000,152522000000,,4.7911983,113.25269
POL,2022,166664000000,153340000000,,4.2786179,121.22684
PRI,1960,,,,,15.795792
PRI,1961,,,,,16.00906
PRI,1962,,,,,16.208313
PRI,1963,,,,,16.384724
PRI,1964,,,,,16.63114
PRI,1965,,,,,16.950428
PRI,1966,,,,,17.441784
PRI,1967,,,,,17.991423
PRI,1968,,,,,18.777142
PRI,1969,,,,,19.708204
PRI,1970,,,,,20.745394
PRI,1971,,,,,21.797146
PRI,1972,,,,,22.740118
PRI,1973,,,,,23.986258
PRI,1974,,,,,26.144709
PRI,1975,,,,,28.566437
PRI,1976,,,,,30.13859
PRI,1977,,,,,32.0112
PRI,1978,,,,,34.262844
PRI,1979,,,,,37.105537
PRI,1980,,,,,40.457321
PRI,1981,,,,,44.285458
PRI,1982,,,,,47.021595
PRI,1983,,,,,48.863388
PRI,1984,,,,,50.62632
PRI,1985,,,,,52.22739
PRI,1986,,,,,53.279194
PRI,1987,,,,,54.599125
PRI,1988,,,,,56.525108
PRI,1989,,,,,58.741322
PRI,1990,,,,,60.940205
PRI,1991,,,,,63.001087
PRI,1992,,,,,64.43679
PRI,1993,,,,,65.964149
PRI,1994,,,,,67.37262
PRI,1995,,,,,68.78521
PRI,1996,,,,,70.044502
PRI,1997,,,,,71.252388
PRI,1998,,,,,72.053169
PRI,1999,,,,,73.072792
PRI,2000,,,,,74.728035
PRI,2001,,,,,76.410675
PRI,2002,,,,,77.598091
PRI,2003,,,,,79.130127
PRI,2004,,,,,81.258003
PRI,2005,,,,,83.805809
PRI,2006,,,,,86.390244
PRI,2007,,,,,88.730782
PRI,2008,,,,,90.440361
PRI,2009,,,,,90.998184
PRI,2010,,,,,92.104073
PRI,2011,,,,,94.00428
PRI,2012,,,,,95.754791
PRI,2013,,,,,97.384422
PRI,2014,,,,,99.08049
PRI,2015,,,,,100
PRI,2016,,,,,100.95033
PRI,2017,,,,,102.75814
PRI,2018,,,,,105.11222
PRI,2019,,,,,106.87654
PRI,2020,,,,,108.28797
PRI,2021,,,,,113.25269
PRI,2022,,,,,121.22684
PRK,1960,,,,,15.795792
PRK,1961,,,,,16.00906
PRK,1962,,,,,16.208313
PRK,1963,,,,,16.384724
PRK,1964,,,,,16.63114
PRK,1965,,,,,16.950428
PRK,1966,,,,,17.441784
PRK,1967,,,,,17.991423
PRK,1968,,,,,18.777142
PRK,1969,,,,,19.708204
PRK,1970,,,,,20.745394
PRK,1971,,,,,21.797146
PRK,1972,,,,,22.740118
PRK,1973,,,,,23.986258
PRK,1974,,,,,26.144709
PRK,1975,,,,,28.566437
PRK,1976,,,,,30.13859
PRK,1977,,,,,32.0112
PRK,1978,,,,,34.262844
PRK,1979,,,,,37.105537
PRK,1980,,,,,40.457321
PRK,1981,,,,,44.285458
PRK,1982,,,,,47.021595
PRK,1983,,,,,48.863388
PRK,1984,,,,,50.62632
PRK,1985,,,,,52.22739
PRK,1986,,,,,53.279194
PRK,1987,,,,,54.599125
PRK,1988,,,,,56.525108
PRK,1989,,,,,58.741322
PRK,1990,,,,,60.940205
PRK,1991,,,,,63.001087
PRK,1992,,,,,64.43679
PRK,1993,,,,,65.964149
PRK,1994,,,,,67.37262
PRK,1995,,,,,68.78521
PRK,1996,,,,,70.044502
PRK,1997,,,,,71.252388
PRK,1998,,,,,72.053169
PRK,1999,,,,,73.072792
PRK,2000,,,,,74.728035
PRK,2001,,,,,76.410675
PRK,2002,,,,,77.598091
PRK,2003,,,,,79.130127
PRK,2004,,,,,81.258003
PRK,2005,,,,,83.805809
PRK,2006,,,,,86.390244
PRK,2007,,,,,88.730782
PRK,2008,,,,,90.440361
PRK,2009,,,,,90.998184
PRK,2010,,,,,92.104073
PRK,2011,,,,,94.00428
PRK,2012,,,,,95.754791
PRK,2013,,,,,97.384422
PRK,2014,,,,,99.08049
PRK,2015,,,,,100
PRK,2016,,,,,100.95033
PRK,2017,,,,,102.75814
PRK,2018,,,,,105.11222
PRK,2019,,,,,106.87654
PRK,2020,,,,,108.28797
PRK,2021,,,,,113.25269
PRK,2022,,,,,121.22684
PRT,1960,801276000,242000000,,,15.795792
PRT,1961,693999000,249000000,,,16.00906
PRT,1962,808042200,336000000,,,16.208313
PRT,1963,843136000,345000000,,,16.384724
PRT,1964,955702800,431010000,,,16.63114
PRT,1965,1011085200,433010000,,,16.950428
PRT,1966,1080200300,433760000,,,17.441784
PRT,1967,1237714000,534770000,,,17.991423
PRT,1968,1531644000,506770000,,,18.777142
PRT,1969,1449770000,569770000,,,19.708204
PRT,1970,1564794900,601770000,,,20.745394
PRT,1971,2092684288,944778944,,,21.797146
PRT,1972,3034003712,1290789760,,,22.740118
PRT,1973,4767686656,1676321792,,,23.986258
PRT,1974,6353120256,1160849024,,,26.144709
PRT,1975,4285388032,398194624,,10.727973,28.566437
PRT,1976,3904792064,175712912,,9.6132154,30.13859
PRT,1977,4342230016,365579456,,9.3685865,32.0112
PRT,1978,5873321472,871000000,,11.664801,34.262844
PRT,1979,12262027264,930816768,,18.71187,37.105537
PRT,1980,13862932480,795320576,,15.238956,40.457321
PRT,1981,9334151168,533904128,,8.0515366,44.285458
PRT,1982,10540549120,447280544,,10.700679,47.021595
PRT,1983,8180649472,384942624,,9.7224627,48.863388
PRT,1984,6773536256,516345248,,8.2135477,50.62632
PRT,1985,8008241664,1394648448,,9.78508,52.22739
PRT,1986,9336202240,1456369280,,9.5448713,53.279194
PRT,1987,13039014912,3326664448,,9.6296043,54.599125
PRT,1988,11719331840,5126789120,,6.9283891,56.525108
PRT,1989,16388652032,9952488448,,9.0474453,58.741322
PRT,1990,20578947072,14485244928,,8.6337261,60.940205
PRT,1991,26239358976,20628779008,,10.543864,63.001087
PRT,1992,24481230706,19129045100,,8.6600695,64.43679
PRT,1993,22115180544,15839987712,,8.377264,65.964149
PRT,1994,21670533120,15513470976,,7.3828144,67.37262
PRT,1995,22063365760,15850049536,,6.0742083,68.78521
PRT,1996,21850466304,15917654016,,5.6147561,70.044502
PRT,1997,20322803841,15659972608,,5.2533212,71.252388
PRT,1998,21606105088,15824613376,,5.0761075,72.053169
PRT,1999,14088451072,8427124736,,3.1782222,73.072792
PRT,2000,14262113280,8908691456,,3.1652153,74.728035
PRT,2001,15060281344,9666595840,,3.2780943,76.410675
PRT,2002,17700956160,11179109376,,3.8247478,77.598091
PRT,2003,12813462308,5875846140,,2.3494701,79.130127
PRT,2004,11684065091,5174071091,,1.7678822,81.258003
PRT,2005,10364170168,3478684168,,1.467574,83.805809
PRT,2006,9882747256,2063637256,,1.1713092,86.390244
PRT,2007,11512068377,1257777127,,1.1502655,88.730782
PRT,2008,12006451709,1309396459,,1.0477096,90.440361
PRT,2009,15781930171,2407855171,,1.7566561,90.998184
PRT,2010,20936757462,3651918462,,2.1723094,92.104073
PRT,2011,20801304307,1974597307,,2.0955424,94.00428
PRT,2012,22658232426,2196024426,,2.7220397,95.754791
PRT,2013,17589253885,2777517385,,2.0755589,97.384422
PRT,2014,19700737012,4869349012,,2.1823642,99.08049
PRT,2015,19402623792,6366743792,,2.4727416,100
PRT,2016,24989773865,10898641565,,3.1704662,100.95033
PRT,2017,26096701287,10152738423,,2.9296832,102.75814
PRT,2018,24920338987,9158607287,,2.4868116,105.11222
PRT,2019,25002862228,6271485228,,2.5479341,106.87654
PRT,2020,29459811843,6199281843,,3.4834011,108.28797
PRT,2021,32535115418,10147885418,,3.1171308,113.25269
PRT,2022,32231572059,9939667059,,2.6473975,121.22684
PRY,1960,1011709.2,910000,,,15.795792
PRY,1961,2520352.9,2440000,,,16.00906
PRY,1962,2140170.02,2060000,,,16.208313
PRY,1963,3220192.88,3140000,,,16.384724
PRY,1964,5470284.32,5390000,,,16.63114
PRY,1965,10270284.32,10190000,,,16.950428
PRY,1966,11540444.34,11460000,,,17.441784
PRY,1967,12260467.2,12180000,,,17.991423
PRY,1968,12235783.4,12140000,,,18.777142
PRY,1969,10330467.2,10250000,,,19.708204
PRY,1970,17605427.82,17520000,,,20.745394
PRY,1971,21138624,21038886,13.037015,,21.797146
PRY,1972,31540396,31392036,17.058008,,22.740118
PRY,1973,57266560,57009956,27.504786,,23.986258
PRY,1974,87572216,87134128,34.056587,,26.144709
PRY,1975,115344712,115015272,37.125698,4.3254271,28.566437
PRY,1976,157823536,157507008,42.082333,5.7303553,30.13859
PRY,1977,268861120,267844208,48.43642,6.7299404,32.0112
PRY,1978,451139808,448732672,62.354321,8.9070053,34.262844
PRY,1979,627066496,609085056,68.74881,9.3244085,37.105537
PRY,1980,782720320,761851456,74.112312,9.6562595,40.457321
PRY,1981,819771072,805699200,65.632988,8.9608793,44.285458
PRY,1982,755180160,739000448,54.076077,8.5564747,47.021595
PRY,1983,693701952,680192256,45.918987,10.225308,48.863388
PRY,1984,677186048,666268480,43.307537,8.1859903,50.62632
PRY,1985,545196416,533616672,28.578159,6.9128876,52.22739
PRY,1986,460513344,446670784,21.188667,4.5818424,53.279194
PRY,1987,514163776,497020832,19.699072,4.6165099,54.599125
PRY,1988,337994976,323664128,13.889738,2.761209,56.525108
PRY,1989,446557472,432549728,18.155664,3.7434087,58.741322
PRY,1990,674873088,661424256,31.010796,3.5463641,60.940205
PRY,1991,974467456,962115456,45.767181,4.6660585,63.001087
PRY,1992,573168996.7,561527907.7,33.896469,2.6070912,64.43679
PRY,1993,644825472,631179328,39.081497,2.2013958,65.964149
PRY,1994,1044122432,1030734720,48.488716,2.8929737,67.37262
PRY,1995,1106423689,1092913792,42.268867,2.1646206,68.78521
PRY,1996,1062185344,1049286720,40.789207,2.3019338,70.044502
PRY,1997,845814980.7,835677696,33.877674,1.7893778,71.252388
PRY,1998,874793664,864740224,30.954815,1.9991462,72.053169
PRY,1999,988188800,978049792,28.782185,3.014605,73.072792
PRY,2000,772414528,762827456,24.868179,2.1083245,74.728035
PRY,2001,723168640,713509952,25.221373,2.3005929,76.410675
PRY,2002,641167552,629194624,19.008528,2.572561,77.598091
PRY,2003,983433631.4,968858254.4,14.46474,3.0840313,79.130127
PRY,2004,1168046779,1168046779,15.833857,3.0240445,81.258003
PRY,2005,1297088538,1297088538,15.623402,2.8439493,83.805809
PRY,2006,1702147179,1702147179,17.79505,3.0477276,86.390244
PRY,2007,2461472077,2461472077,22.97419,3.9048703,88.730782
PRY,2008,2863012062,2844555967,22.826294,3.1691604,90.440361
PRY,2009,3861718923,3838642173,27.482656,5.3803697,90.998184
PRY,2010,4166639316,4136814606,25.84211,4.109364,92.104073
PRY,2011,4982545969,4950058149,31.041849,4.1279531,94.00428
PRY,2012,4994947873,4556608673,30.081274,4.3282318,95.754791
PRY,2013,5872875218,5555579805,35.606251,4.6829581,97.384422
PRY,2014,6986586469,6668895919,40.455761,5.5176191,99.08049
PRY,2015,5938523047,5659292547,34.331421,5.3601599,100
PRY,2016,6880868044,6579009336,39.932922,6.5123401,100.95033
PRY,2017,7877536166,7536005653,46.210529,6.443572,102.75814
PRY,2018,7697884446,7360265795,44.79863,5.6795812,105.11222
PRY,2019,7717366751,7316170476,43.749321,6.0359368,106.87654
PRY,2020,9202411639,8704248622,44.397705,8.9629021,108.28797
PRY,2021,9661226173,9181766330,43.532387,7.3222809,113.25269
PRY,2022,9518826117,9041407818,38.829044,6.1131577,121.22684
PSE,1960,,,,,15.795792
PSE,1961,,,,,16.00906
PSE,1962,,,,,16.208313
PSE,1963,,,,,16.384724
PSE,1964,,,,,16.63114
PSE,1965,,,,,16.950428
PSE,1966,,,,,17.441784
PSE,1967,,,,,17.991423
PSE,1968,,,,,18.777142
PSE,1969,,,,,19.708204
PSE,1970,,,,,20.745394
PSE,1971,,,,,21.797146
PSE,1972,,,,,22.740118
PSE,1973,,,,,23.986258
PSE,1974,,,,,26.144709
PSE,1975,,,,,28.566437
PSE,1976,,,,,30.13859
PSE,1977,,,,,32.0112
PSE,1978,,,,,34.262844
PSE,1979,,,,,37.105537
PSE,1980,,,,,40.457321
PSE,1981,,,,,44.285458
PSE,1982,,,,,47.021595
PSE,1983,,,,,48.863388
PSE,1984,,,,,50.62632
PSE,1985,,,,,52.22739
PSE,1986,,,,,53.279194
PSE,1987,,,,,54.599125
PSE,1988,,,,,56.525108
PSE,1989,,,,,58.741322
PSE,1990,,,,,60.940205
PSE,1991,,,,,63.001087
PSE,1992,,,,,64.43679
PSE,1993,,,,,65.964149
PSE,1994,,,,,67.37262
PSE,1995,,,,,68.78521
PSE,1996,,,,,70.044502
PSE,1997,,,,,71.252388
PSE,1998,,,,,72.053169
PSE,1999,,,,,73.072792
PSE,2000,,,,,74.728035
PSE,2001,,,,,76.410675
PSE,2002,,,,,77.598091
PSE,2003,,,,,79.130127
PSE,2004,,,,,81.258003
PSE,2005,,,,,83.805809
PSE,2006,314081277.7,314081277.7,,1.0208892,86.390244
PSE,2007,354784633.9,354784633.9,,.99197346,88.730782
PSE,2008,509535838.8,509535838.8,,1.3153436,90.440361
PSE,2009,498173298.1,498173298.1,,1.1901965,90.998184
PSE,2010,531755697.1,531755697.1,,1.1862323,92.104073
PSE,2011,498047447.6,498047447.6,,1.0273762,94.00428
PSE,2012,664041719.5,664041719.5,,1.2481804,95.754791
PSE,2013,685224934.3,685224934.3,,1.1832488,97.384422
PSE,2014,672378108.5,672378108.5,,1.0904915,99.08049
PSE,2015,580939642.2,580939642.2,,.90114981,100
PSE,2016,312800333.7,312800333.7,,.4697786,100.95033
PSE,2017,446349334.4,446349334.4,,.61571783,102.75814
PSE,2018,537846124.6,537846124.6,,.69991124,105.11222
PSE,2019,658352116.3,658352116.3,,.8456412,106.87654
PSE,2020,697074683.3,697074683.3,,1.0170633,108.28797
PSE,2021,872540971,872540971,,1.0227581,113.25269
PSE,2022,896900000,896900000,,.86768174,121.22684
PYF,1960,,,,,15.795792
PYF,1961,,,,,16.00906
PYF,1962,,,,,16.208313
PYF,1963,,,,,16.384724
PYF,1964,,,,,16.63114
PYF,1965,,,,,16.950428
PYF,1966,,,,,17.441784
PYF,1967,,,,,17.991423
PYF,1968,,,,,18.777142
PYF,1969,,,,,19.708204
PYF,1970,,,,,20.745394
PYF,1971,,,,,21.797146
PYF,1972,,,,,22.740118
PYF,1973,,,,,23.986258
PYF,1974,,,,,26.144709
PYF,1975,,,,,28.566437
PYF,1976,,,,,30.13859
PYF,1977,,,,,32.0112
PYF,1978,,,,,34.262844
PYF,1979,,,,,37.105537
PYF,1980,,,,,40.457321
PYF,1981,,,,,44.285458
PYF,1982,,,,,47.021595
PYF,1983,,,,,48.863388
PYF,1984,,,,,50.62632
PYF,1985,,,,,52.22739
PYF,1986,,,,,53.279194
PYF,1987,,,,,54.599125
PYF,1988,,,,,56.525108
PYF,1989,,,,,58.741322
PYF,1990,,,,,60.940205
PYF,1991,,,,,63.001087
PYF,1992,,,,,64.43679
PYF,1993,,,,,65.964149
PYF,1994,,,,,67.37262
PYF,1995,,,,,68.78521
PYF,1996,,,,,70.044502
PYF,1997,,,,,71.252388
PYF,1998,,,,,72.053169
PYF,1999,,,,,73.072792
PYF,2000,,,,,74.728035
PYF,2001,,,,,76.410675
PYF,2002,,,,,77.598091
PYF,2003,,,,,79.130127
PYF,2004,,,,,81.258003
PYF,2005,,,,,83.805809
PYF,2006,,,,,86.390244
PYF,2007,,,,,88.730782
PYF,2008,,,,,90.440361
PYF,2009,,,,,90.998184
PYF,2010,,,,,92.104073
PYF,2011,,,,,94.00428
PYF,2012,,,,,95.754791
