year,iso3st,grpop,pop_density
1986,STP,2.267530549,115.78125
1987,STP,2.460702913,118.665625
1988,STP,2.616476178,121.8114583
1989,STP,2.566429615,124.978125
1990,STP,2.470501306,128.1041667
1991,STP,2.185250844,130.934375
1992,STP,1.901502091,133.4479167
1993,STP,1.823105135,135.903125
1994,STP,1.721173649,138.2625
1995,STP,1.616464033,140.515625
1996,STP,1.520681706,142.66875
1997,STP,1.420910946,144.7104167
1998,STP,1.307974724,146.615625
1999,STP,1.194252752,148.3770833
2000,STP,1.100339245,150.01875
2001,STP,1.623353015,152.4739583
2002,STP,2.394333693,156.16875
2003,STP,2.562892139,160.2229167
2004,STP,2.4982119,164.2760417
2005,STP,2.463925437,168.3739583
2006,STP,2.443923062,172.5395833
2007,STP,2.422748801,176.7708333
2008,STP,2.38327636,181.034375
2009,STP,2.309243056,185.2635417
2010,STP,2.196081638,189.3770833
2011,STP,2.093961135,193.384375
2012,STP,2.020927884,197.3322917
2013,STP,1.938966145,201.1958333
2014,STP,1.856355322,204.965625
2015,STP,1.775102143,208.6364583
2016,STP,1.682301173,212.1760417
2017,STP,1.597953443,215.59375
2018,STP,1.542375544,218.9447917
2019,STP,1.513323921,222.2833333
2020,STP,1.876910541,226.4947917
2021,STP,2.060173547,231.209375
1960,SUR,..,..
1961,SUR,3.306748539,1.699551816
1962,SUR,3.995839677,1.76883825
1963,SUR,4.518227938,1.850591383
1964,SUR,3.962734381,1.925397805
1965,SUR,3.484704161,1.993674942
1966,SUR,3.420515142,2.063048599
1967,SUR,3.426800171,2.134970423
1968,SUR,3.424136497,2.209340728
1969,SUR,3.407017057,2.285910307
1970,SUR,3.359606802,2.364012523
1971,SUR,3.238660287,2.441828148
1972,SUR,1.388768686,2.475976061
1973,SUR,-0.413775435,2.465752247
1974,SUR,-0.53100519,2.452693676
1975,SUR,-0.638598787,2.437080709
1976,SUR,-0.739234038,2.419131404
1977,SUR,-0.83325626,2.39905759
1978,SUR,-0.930125195,2.376846805
1979,SUR,-1.027536231,2.352548892
1980,SUR,-0.590987657,2.338686621
1981,SUR,0.02184232,2.3391975
1982,SUR,0.291484142,2.346025836
1983,SUR,0.58016768,2.35967628
1984,SUR,0.905992091,2.381151897
1985,SUR,1.242662237,2.410926186
1986,SUR,1.375098339,2.444307781
1987,SUR,1.160875182,2.472848484
1988,SUR,1.330453167,2.505968409
1989,SUR,1.52525174,2.544483716
1990,SUR,0.995011267,2.569927993
1991,SUR,0.609060911,2.585628183
1992,SUR,0.618785018,2.601677266
1993,SUR,0.421296748,2.612661169
1994,SUR,0.718288233,2.631495167
1995,SUR,1.697496454,2.676545991
1996,SUR,2.124358476,2.734013671
1997,SUR,2.083068046,2.791562344
1998,SUR,2.062862432,2.849746501
1999,SUR,2.057797085,2.908996028
2000,SUR,2.061841303,2.969597516
2001,SUR,2.059244093,3.031382749
2002,SUR,2.032597331,3.093629019
2003,SUR,1.966831933,3.155077818
2004,SUR,1.471893221,3.201860647
2005,SUR,1.043333545,3.235441609
2006,SUR,1.088576405,3.27085426
2007,SUR,1.139960433,3.30835404
2008,SUR,1.166207621,3.347162169
2009,SUR,1.170058491,3.38655594
2010,SUR,1.16234547,3.426149078
2011,SUR,1.147372177,3.465686144
2012,SUR,1.137556037,3.505335355
2013,SUR,1.128803232,3.54512786
2014,SUR,1.110294324,3.584708538
2015,SUR,1.081082266,3.623672423
2016,SUR,1.048424837,3.661863758
2017,SUR,1.008244044,3.698971033
2018,SUR,0.972162135,3.735106392
2019,SUR,1.037941551,3.774076506
2020,SUR,1.075304778,3.81487831
2021,SUR,0.907003624,3.849636787
1960,SVK,..,..
1961,SVK,2.992367593,..
1962,SVK,1.103731257,..
1963,SVK,1.028834086,..
1964,SVK,1.052910536,..
1965,SVK,1.003466098,..
1966,SVK,0.926446929,..
1967,SVK,0.850944297,..
1968,SVK,0.773470987,..
1969,SVK,0.770721176,..
1970,SVK,0.433176524,..
1971,SVK,0.422751142,..
1972,SVK,0.855864874,..
1973,SVK,0.970405427,..
1974,SVK,1.032645526,..
1975,SVK,1.049610388,..
1976,SVK,1.057918406,..
1977,SVK,1.05907444,..
1978,SVK,1.019963776,..
1979,SVK,0.993954932,..
1980,SVK,0.82353269,..
1981,SVK,0.726099437,..
1982,SVK,0.774370072,..
1983,SVK,0.726754862,..
1984,SVK,0.68746266,..
1985,SVK,0.67395444,..
1986,SVK,0.619376645,..
1987,SVK,0.556839233,..
1988,SVK,0.530027872,..
1989,SVK,0.481564765,..
1990,SVK,0.439617095,..
1991,SVK,0.077472437,..
1992,SVK,0.032465115,..
1993,SVK,0.381719887,110.7132017
1994,SVK,0.39405443,111.1503326
1995,SVK,0.292632207,111.4760707
1996,SVK,0.211674396,111.7122869
1997,SVK,0.184629991,111.9187318
1998,SVK,0.134121598,112.0689397
1999,SVK,0.102053161,112.183368
2000,SVK,-0.135376488,112.0316008
2001,SVK,-0.183012271,111.8267568
2002,SVK,-0.036352551,111.7861123
2003,SVK,-0.065821507,111.6893369
2004,SVK,-0.02036172,111.6898129
2005,SVK,0.009809134,111.7007692
2006,SVK,0.004597119,111.7059044
2007,SVK,0.029178401,111.7385031
2008,SVK,0.0857553,111.8343659
2009,SVK,0.133257321,112.006779
2010,SVK,0.093191273,112.1088769
2011,SVK,0.128936463,112.2605224
2012,SVK,0.170183855,112.4517343
2013,SVK,0.107458009,112.5726377
2014,SVK,0.097045422,112.7006864
2015,SVK,0.095033879,112.8031488
2016,SVK,0.12892233,112.9533694
2017,SVK,0.155178996,113.1287854
2018,SVK,0.13850816,113.2855865
2019,SVK,0.135328073,113.4389975
2020,SVK,0.085769476,113.5363353
2021,SVK,-0.212358808,113.2954867
1960,SVN,..,..
1961,SVN,0.592102461,..
1962,SVN,0.595289739,..
1963,SVN,0.827298842,..
1964,SVN,0.932146106,..
1965,SVN,1.038996033,..
1966,SVN,1.250067121,..
1967,SVN,1.16824614,..
1968,SVN,0.884959963,..
1969,SVN,0.54575056,..
1970,SVN,0.640755486,..
1971,SVN,0.776389848,..
1972,SVN,0.796321598,..
1973,SVN,0.822072701,..
1974,SVN,0.532626458,..
1975,SVN,0.977621393,..
1976,SVN,1.475912486,..
1977,SVN,1.208328081,..
1978,SVN,1.088885702,..
1979,SVN,1.07078262,..
1980,SVN,0.989248309,..
1981,SVN,0.27396083,..
1982,SVN,0.199273553,..
1983,SVN,0.625521425,..
1984,SVN,0.510213263,..
1985,SVN,0.489804905,..
1986,SVN,1.244921845,..
1987,SVN,1.203935932,..
1988,SVN,0.272022154,..
1989,SVN,0.0578723,..
1990,SVN,0.090624343,..
1991,SVN,0.063438224,..
1992,SVN,-0.146699403,99.13098312
1993,SVN,-0.238300478,98.89503476
1994,SVN,-0.115694093,98.7806852
1995,SVN,0.0215615,98.8019861
1996,SVN,-0.062536134,98.74021847
1997,SVN,-0.134454343,98.60754717
1998,SVN,-0.218117657,98.39270109
1999,SVN,0.071430845,98.46300894
2000,SVN,0.29607496,98.75496524
2001,SVN,0.157498742,98.91062562
2002,SVN,0.123915442,99.03326713
2003,SVN,0.060296779,99.09299901
2004,SVN,0.064066202,99.15650447
2005,SVN,0.173208905,99.32840119
2006,SVN,0.319114537,99.64587885
2007,SVN,0.559207816,100.2046673
2008,SVN,0.158140844,100.3323704
2009,SVN,0.903875535,101.2453712
2010,SVN,0.436079485,101.6858266
2011,SVN,0.207732702,101.8982925
2012,SVN,0.210024306,102.1140492
2013,SVN,0.135726229,102.2816783
2014,SVN,0.098351922,102.3823237
2015,SVN,0.075190689,102.4461092
2016,SVN,0.073197207,102.5241783
2017,SVN,0.065159039,102.6108719
2018,SVN,0.362584395,102.9922926
2019,SVN,0.696304046,103.7119346
2020,SVN,0.669754656,104.4088814
2021,SVN,0.26885197,104.6899644
1960,SWE,..,..
1961,SWE,0.471081377,18.461245
1962,SWE,0.551534904,18.56334651
1963,SWE,0.563633784,18.66827122
1964,SWE,0.747117165,18.8082674
1965,SWE,0.941845549,18.98624907
1966,SWE,0.951566378,19.16777815
1967,SWE,0.767228099,19.31540432
1968,SWE,0.561996749,19.42426186
1969,SWE,0.702745811,19.56124581
1970,SWE,0.933484922,19.74470203
1971,SWE,0.688095591,19.88103296
1972,SWE,0.295500379,19.93986837
1973,SWE,0.17236408,19.97426718
1974,SWE,0.290164816,20.03230964
1975,SWE,0.397275735,20.11205144
1976,SWE,0.363686099,20.18532935
1977,SWE,0.3551577,20.25714655
1978,SWE,0.291145576,20.31621028
1979,SWE,0.218223247,20.36059338
1980,SWE,0.202996792,20.40196671
1981,SWE,0.119920399,20.42644751
1982,SWE,0.057191722,20.43813309
1983,SWE,0.045273605,20.44738826
1984,SWE,0.090869615,20.46597717
1985,SWE,0.165170619,20.49980888
1986,SWE,0.232568885,20.54754054
1987,SWE,0.333678891,20.61621786
1988,SWE,0.45959837,20.71118774
1989,SWE,0.667182921,20.84983123
1990,SWE,0.772602676,21.01154147
1991,SWE,0.681643118,21.15525445
1992,SWE,0.586529929,21.27970095
1993,SWE,0.580838814,21.40366137
1994,SWE,0.710705462,21.55632019
1995,SWE,0.524703942,21.66972431
1996,SWE,0.159147081,21.7042385
1997,SWE,0.057262203,21.71667039
1998,SWE,0.055512122,21.72872912
1999,SWE,0.077927151,21.7456683
2000,SWE,0.160575485,21.78061456
2001,SWE,0.268470528,21.83916765
2002,SWE,0.325438068,21.91035639
2003,SWE,0.372092943,21.99203515
2004,SWE,0.393298991,22.07869992
2005,SWE,0.399942763,22.16717889
2006,SWE,0.562483906,22.29221704
2007,SWE,0.741552515,22.45813998
2008,SWE,0.779033291,22.63377962
2009,SWE,0.851904413,22.82742144
2010,SWE,0.852524629,23.02286274
2011,SWE,0.755150134,23.19737801
2012,SWE,0.739763272,23.36962
2013,SWE,0.847348652,23.5684835
2014,SWE,0.992219729,23.80349865
2015,SWE,1.057454686,24.05826177
2016,SWE,1.256453985,24.36244975
2017,SWE,1.34744506,24.69294198
2018,SWE,1.16164516,24.98145887
2019,SWE,1.013722263,25.23788794
2020,SWE,0.722703913,25.42094382
2021,SWE,0.600591533,25.57407926
1960,SWZ,..,..
1961,SWZ,2.269490091,20.53860465
1962,SWZ,2.26728751,21.00959302
1963,SWZ,2.29629142,21.49761628
1964,SWZ,2.377669914,22.01488372
1965,SWZ,2.524280306,22.57767442
1966,SWZ,2.650383442,23.18406977
1967,SWZ,2.541616911,23.78087209
1968,SWZ,2.443074592,24.36901163
1969,SWZ,2.527277504,24.99273256
1970,SWZ,2.60400827,25.65209302
1971,SWZ,2.676146596,26.34784884
1972,SWZ,2.743457757,27.08069767
1973,SWZ,2.804933122,27.85104651
1974,SWZ,2.870490677,28.66209302
1975,SWZ,2.935270655,29.51587209
1976,SWZ,3.03747007,30.42616279
1977,SWZ,3.200113621,31.4155814
1978,SWZ,3.294454984,32.4677907
1979,SWZ,3.302916812,33.5580814
1980,SWZ,3.313352622,34.68860465
1981,SWZ,3.323717172,35.86093023
1982,SWZ,3.323488765,37.0727907
1983,SWZ,3.286560201,38.31145349
1984,SWZ,3.258532433,39.58040698
1985,SWZ,3.664921304,41.05790698
1986,SWZ,3.961298751,42.71697674
1987,SWZ,3.881456949,44.40761628
1988,SWZ,4.603881942,46.49988372
1989,SWZ,4.642021273,48.70930233
1990,SWZ,4.050072067,50.72255814
1991,SWZ,4.017237754,52.80168605
1992,SWZ,3.805482392,54.84976744
1993,SWZ,2.914658146,56.47197674
1994,SWZ,-0.010913602,56.46581395
1995,SWZ,-0.080241243,56.42052326
1996,SWZ,1.980196052,57.54889535
1997,SWZ,1.682404008,58.5252907
1998,SWZ,1.284928807,59.28215116
1999,SWZ,1.085536414,59.92918605
2000,SWZ,1.026166762,60.54732558
2001,SWZ,0.922357933,61.10837209
2002,SWZ,0.79384261,61.59540698
2003,SWZ,0.682836012,62.01744186
2004,SWZ,0.603686469,62.39296512
2005,SWZ,0.544843998,62.73383721
2006,SWZ,0.500496086,63.04860465
2007,SWZ,0.576423998,63.4130814
2008,SWZ,0.674894146,63.8425
2009,SWZ,0.641056931,64.2530814
2010,SWZ,0.586161116,64.63081395
2011,SWZ,0.554659161,64.9902907
2012,SWZ,0.537986823,65.34087209
2013,SWZ,0.543692521,65.69709302
2014,SWZ,0.556770676,66.06389535
2015,SWZ,0.571627699,66.44261628
2016,SWZ,0.584038793,66.83180233
2017,SWZ,0.752960395,67.3369186
2018,SWZ,0.922518622,67.96098837
2019,SWZ,0.931970814,68.59732558
2020,SWZ,1.083630577,69.3447093
2021,SWZ,1.155672669,70.15075581
1960,SXM,..,..
1961,SXM,8.976999943,..
1962,SXM,9.439148429,..
1963,SXM,9.352605801,..
1964,SXM,9.012223266,..
1965,SXM,8.781846239,..
1966,SXM,8.545325888,..
1967,SXM,8.366458776,..
1968,SXM,8.121005543,..
1969,SXM,7.830693636,..
1970,SXM,7.542807267,..
1971,SXM,7.129766585,..
1972,SXM,6.899287149,..
1973,SXM,7.023870758,..
1974,SXM,7.011219765,..
1975,SXM,6.849031156,..
1976,SXM,6.615915574,..
1977,SXM,6.456425156,..
1978,SXM,6.309619434,..
1979,SXM,6.011826705,..
1980,SXM,5.694987513,..
1981,SXM,6.941180065,..
1982,SXM,9.358646601,..
1983,SXM,9.936599782,..
1984,SXM,9.235873538,..
1985,SXM,8.641306684,..
1986,SXM,8.154487055,..
1987,SXM,7.751829944,..
1988,SXM,7.411744665,..
1989,SXM,7.175622157,..
1990,SXM,6.980520784,..
1991,SXM,6.834882868,..
1992,SXM,4.938273049,..
1993,SXM,1.443580177,..
1994,SXM,-0.34092897,..
1995,SXM,-0.455338443,..
1996,SXM,-0.549157132,..
1997,SXM,-0.615855411,..
1998,SXM,-0.674156267,..
1999,SXM,-0.694871704,..
2000,SXM,-0.660731149,..
2001,SXM,-0.152848044,..
2002,SXM,0.758684701,..
2003,SXM,1.178429679,..
2004,SXM,1.152082819,..
2005,SXM,1.151439455,..
2006,SXM,1.150667887,..
2007,SXM,1.113184037,..
2008,SXM,1.07377882,..
2009,SXM,1.038487033,..
2010,SXM,0.900652592,..
2011,SXM,1.389951999,1007.852941
2012,SXM,2.182219659,1030.088235
2013,SXM,2.345014831,1054.529412
2014,SXM,2.255838426,1078.588235
2015,SXM,2.155377937,1102.088235
2016,SXM,2.055011567,1124.970588
2017,SXM,1.934166063,1146.941176
2018,SXM,1.819433226,1168
2019,SXM,1.680501987,1187.794118
2020,SXM,1.530874073,1206.117647
2021,SXM,1.363563916,1222.676471
1960,SYC,..,..
1961,SYC,2.811425399,93.23695652
1962,SYC,2.652834129,95.74347826
1963,SYC,2.542224829,98.20869565
1964,SYC,2.505103785,100.7
1965,SYC,2.511270082,103.2608696
1966,SYC,2.492878496,105.8673913
1967,SYC,2.458292335,108.5021739
1968,SYC,2.420821864,111.1608696
1969,SYC,2.378879124,113.8369565
1970,SYC,2.331063885,116.5217391
1971,SYC,2.022322949,118.9021739
1972,SYC,2.409711626,121.8021739
1973,SYC,1.528531987,123.6782609
1974,SYC,1.820147959,125.95
1975,SYC,2.311817635,128.8956522
1976,SYC,2.02350889,131.5304348
1977,SYC,2.096732303,134.3173913
1978,SYC,0.587401637,135.1086957
1979,SYC,0.858731926,136.273913
1980,SYC,0.913088831,137.523913
1981,SYC,1.216078335,139.2065217
1982,SYC,0.588566721,140.0282609
1983,SYC,-0.121166946,139.8586957
1984,SYC,0.592011152,140.6891304
1985,SYC,0.81101698,141.8347826
1986,SYC,0.623397692,142.7217391
1987,SYC,4.245108175,148.9108696
1988,SYC,0.373031455,149.4673913
1989,SYC,0.597440909,150.3630435
1990,SYC,0.490359666,151.1021739
1991,SYC,1.331962012,153.1282609
1992,SYC,0.458917818,153.8326087
1993,SYC,2.083758339,157.0717391
1994,SYC,2.665768473,161.3152174
1995,SYC,1.47017209,163.7043478
1996,SYC,1.467193026,166.123913
1997,SYC,1.173453648,168.0847826
1998,SYC,1.95568619,171.4043478
1999,SYC,1.964196367,174.8043478
2000,SYC,0.892658567,176.3717391
2001,SYC,0.087474518,176.526087
2002,SYC,3.057385326,182.0065217
2003,SYC,-1.131516421,179.9586957
2004,SYC,-0.370334935,179.2934783
2005,SYC,0.463308214,180.126087
2006,SYC,2.080596735,183.9130435
2007,SYC,0.510514983,184.8543478
2008,SYC,2.236282715,189.0347826
2009,SYC,0.392530948,189.7782609
2010,SYC,2.792329069,195.1521739
2011,SYC,-2.628656355,190.0891304
2012,SYC,0.98098019,191.9630435
2013,SYC,1.846876093,195.5413043
2014,SYC,1.555395709,198.6065217
2015,SYC,2.229795053,203.0847826
2016,SYC,1.33763478,205.8195652
2017,SYC,1.224033758,208.3543478
2018,SYC,0.954291918,210.3521739
2019,SYC,0.887925293,212.2282609
2020,SYC,0.853707878,214.0478261
2021,SYC,0.805183391,215.7782609
1960,SYR,..,..
1961,SYR,2.992456582,26.20233975
1962,SYR,2.943984591,26.9851997
1963,SYR,3.001812211,27.8075253
1964,SYR,3.056631329,28.67062248
1965,SYR,3.105154264,29.57485581
1966,SYR,3.147218448,30.52044292
1967,SYR,3.178565801,31.50613777
1968,SYR,3.204369005,32.53206007
1969,SYR,3.23255868,33.60085972
1970,SYR,3.27277826,34.71873436
1971,SYR,3.35172721,35.90213299
1972,SYR,3.3961547,37.14236587
1973,SYR,3.374815145,38.41724344
1974,SYR,3.36796769,39.73315921
1975,SYR,3.395521472,41.10547394
1976,SYR,3.42163753,42.53629339
1977,SYR,3.434887264,44.02275003
1978,SYR,3.429280236,45.55859724
1979,SYR,3.395167727,47.1319458
1980,SYR,3.357422999,48.74122864
1981,SYR,3.321509174,50.38735989
1982,SYR,3.317109468,52.08679399
1983,SYR,3.412484328,53.89492328
1984,SYR,3.507629043,55.81890304
1985,SYR,3.517627267,57.81734683
1986,SYR,3.488082497,59.86964849
1987,SYR,3.448743152,61.97041571
1988,SYR,3.395413355,64.11069757
1989,SYR,3.31227337,66.26977908
1990,SYR,3.232720861,68.44709979
1991,SYR,3.142766822,70.63239199
1992,SYR,3.070437532,72.83475351
1993,SYR,3.017859884,75.06630754
1994,SYR,2.949028403,77.31299924
1995,SYR,2.83254019,79.53423115
1996,SYR,2.708478615,81.71783654
1997,SYR,2.624954538,83.89129394
1998,SYR,2.579511614,86.08343128
1999,SYR,2.544083608,88.30156165
2000,SYR,2.494059999,90.53154859
2001,SYR,2.454617146,92.78124932
2002,SYR,2.41609659,95.05023398
2003,SYR,2.381290353,97.44156
2004,SYR,2.471151457,99.8903688
2005,SYR,2.569205064,102.4900093
2006,SYR,4.281055174,106.937984
2007,SYR,6.157263887,113.7231812
2008,SYR,3.539536036,117.8205402
2009,SYR,1.561038004,119.6741941
2010,SYR,2.273867358,122.433268
2011,SYR,1.744631873,124.5880194
2012,SYR,-0.518583749,123.9435985
2013,SYR,-4.920766119,117.9922507
2014,SYR,-6.646407776,110.4049393
2015,SYR,-4.278122657,105.7812885
2016,SYR,-1.195214906,104.5245004
2017,SYR,0.160516444,104.6924141
2018,SYR,1.82043237,106.6157218
2019,SYR,3.885598799,110.8399172
2020,SYR,3.361887612,114.6295758
2021,SYR,2.71541292,117.7848881
1960,TCA,..,..
1961,TCA,0.409946212,5.917894737
1962,TCA,0.248712155,5.932631579
1963,TCA,0.194983665,5.944210526
1964,TCA,0.176928567,5.954736842
1965,TCA,0.017675652,5.955789474
1966,TCA,-0.070721361,5.951578947
1967,TCA,0.053045709,5.954736842
1968,TCA,-0.017678777,5.953684211
1969,TCA,-0.070746377,5.949473684
1970,TCA,0.265041237,5.965263158
1971,TCA,1.523538794,6.056842105
1972,TCA,2.75962323,6.226315789
1973,TCA,2.915658429,6.410526316
1974,TCA,2.960662739,6.603157895
1975,TCA,2.983889717,6.803157895
1976,TCA,3.002587827,7.010526316
1977,TCA,3.017087763,7.225263158
1978,TCA,3.140718459,7.455789474
1979,TCA,3.09983816,7.690526316
1980,TCA,3.470422242,7.962105263
1981,TCA,4.447475451,8.324210526
1982,TCA,4.801909837,8.733684211
1983,TCA,4.708413493,9.154736842
1984,TCA,4.606520998,9.586315789
1985,TCA,4.445653672,10.02210526
1986,TCA,4.316773393,10.46421053
1987,TCA,4.138113804,10.90631579
1988,TCA,3.917987872,11.34210526
1989,TCA,3.805994692,11.78210526
1990,TCA,4.327409154,12.30315789
1991,TCA,5.144300939,12.95263158
1992,TCA,5.263331449,13.65263158
1993,TCA,5.095399242,14.36631579
1994,TCA,4.973874555,15.09894737
1995,TCA,4.817913643,15.84421053
1996,TCA,4.628142027,16.59473684
1997,TCA,4.447658334,17.34947368
1998,TCA,4.333793864,18.11789474
1999,TCA,4.248456706,18.90421053
2000,TCA,4.203513442,19.71578947
2001,TCA,4.417780968,20.60631579
2002,TCA,5.084110798,21.68105263
2003,TCA,5.341029263,22.87052632
2004,TCA,5.065793818,24.05894737
2005,TCA,4.834004038,25.25052632
2006,TCA,4.623005591,26.44526316
2007,TCA,4.464384248,27.65263158
2008,TCA,4.310032597,28.87052632
2009,TCA,4.145911969,30.09263158
2010,TCA,3.947226636,31.30421053
2011,TCA,3.654776658,32.46947368
2012,TCA,4.068971579,33.81789474
2013,TCA,4.640540708,35.42421053
2014,TCA,4.067340832,36.89473684
2015,TCA,4.340922962,38.53157895
2016,TCA,4.565662132,40.33157895
2017,TCA,4.086062094,42.01368421
2018,TCA,4.041201898,43.74631579
2019,TCA,3.793904399,45.43789474
2020,TCA,2.787095606,46.72210526
2021,TCA,1.912385765,47.62421053
1960,TCD,..,..
1961,TCD,2.016010087,2.469799206
1962,TCD,2.024738574,2.520315873
1963,TCD,2.035665072,2.572146825
1964,TCD,2.033365599,2.624983333
1965,TCD,1.997791872,2.677952381
1966,TCD,1.956975044,2.730875397
1967,TCD,1.945807903,2.784533333
1968,TCD,1.967652824,2.839865873
1969,TCD,2.016350841,2.89770873
1970,TCD,2.07937058,2.958593651
1971,TCD,2.109872053,3.021679365
1972,TCD,2.232031916,3.08988254
1973,TCD,2.352059352,3.163419841
1974,TCD,2.292857441,3.237818355
1975,TCD,2.155854033,3.309429797
1976,TCD,1.997160648,3.37618885
1977,TCD,1.872834353,3.440015089
1978,TCD,1.823193568,3.50330845
1979,TCD,2.108873399,3.577973316
1980,TCD,0.223238801,3.585969663
1981,TCD,0.121862542,3.590342281
1982,TCD,4.699290281,3.763090057
1983,TCD,4.953813469,3.95420108
1984,TCD,1.317121774,4.006627224
1985,TCD,1.008230866,4.047227605
1986,TCD,2.992297155,4.170162802
1987,TCD,3.503649203,4.318860388
1988,TCD,3.385979763,4.467600064
1989,TCD,3.390116061,4.621653431
1990,TCD,2.766507641,4.751296855
1991,TCD,3.657015552,4.928268742
1992,TCD,4.243112164,5.141880559
1993,TCD,2.358050869,5.264569568
1994,TCD,2.300983463,5.387110864
1995,TCD,4.406749281,5.629815756
1996,TCD,4.42916992,5.88477446
1997,TCD,3.451931852,6.091459657
1998,TCD,3.440283624,6.304669632
1999,TCD,3.513206149,6.530102446
2000,TCD,3.458862793,6.759921379
2001,TCD,3.373238978,6.991839263
2002,TCD,3.483192496,7.239669632
2003,TCD,3.995806789,7.534810197
2004,TCD,4.45463094,7.878046379
2005,TCD,4.031101101,8.202106099
2006,TCD,3.597637382,8.502560356
2007,TCD,3.444755444,8.800555909
2008,TCD,3.499220115,9.113958069
2009,TCD,3.572969763,9.445484435
2010,TCD,3.460770948,9.778093234
2011,TCD,3.530201854,10.12944489
2012,TCD,3.512654812,10.49158037
2013,TCD,3.569478834,10.8728391
2014,TCD,3.569986978,11.26800985
2015,TCD,3.183361057,11.63248173
2016,TCD,3.138686976,12.00337913
2017,TCD,3.306395837,12.40689247
2018,TCD,3.359560287,12.83079018
2019,TCD,3.21991132,13.25065359
2020,TCD,3.181970361,13.67906528
2021,TCD,3.444238694,14.15841248
1960,TEA,..,..
1961,TEA,-0.078520557,55.91468541
1962,TEA,1.320424058,56.65299637
1963,TEA,2.572999331,58.11067758
1964,TEA,2.466674973,59.54407912
1965,TEA,2.47148411,61.01570158
1966,TEA,2.754231407,62.69621519
1967,TEA,2.605238785,64.32960131
1968,TEA,2.638365623,66.0268514
1969,TEA,2.737623367,67.83441791
1970,TEA,2.736038546,69.69039373
1971,TEA,2.711033129,71.57972339
1972,TEA,2.486489512,73.35954571
1973,TEA,2.343355045,75.07876286
1974,TEA,2.162054078,76.70220047
1975,TEA,1.913129432,78.16971178
1976,TEA,1.738614312,79.52878158
1977,TEA,1.601928423,80.80277574
1978,TEA,1.58433236,82.08296026
1979,TEA,1.589342829,83.3875399
1980,TEA,1.543299228,84.67445916
1981,TEA,1.568239186,86.00235721
1982,TEA,1.716948832,87.47897368
1983,TEA,1.708190529,88.97328122
1984,TEA,1.608816218,90.4046978
1985,TEA,1.622926626,91.87189971
1986,TEA,1.687215347,93.4219765
1987,TEA,1.758266523,95.06458384
1988,TEA,1.755225795,96.73318194
1989,TEA,1.685380215,98.36350385
1990,TEA,1.629691519,99.96652553
1991,TEA,1.547388557,101.5047885
1992,TEA,1.437110091,102.963524
1993,TEA,1.377232347,104.381571
1994,TEA,1.35308688,105.7939443
1995,TEA,1.320852265,107.1913939
1996,TEA,1.287162209,108.5711897
1997,TEA,1.262723302,109.9421434
1998,TEA,1.199115409,111.2604766
1999,TEA,1.092025486,112.4754693
2000,TEA,1.007650099,113.2397329
2001,TEA,0.952454197,114.318115
2002,TEA,0.897650969,115.348227
2003,TEA,0.85329387,116.2828564
2004,TEA,0.818758666,117.2376099
2005,TEA,0.808682845,118.1655271
2006,TEA,0.801290419,119.0892343
2007,TEA,0.797075431,120.0398846
2008,TEA,0.787698033,120.9852077
2009,TEA,0.76046025,121.9055576
2010,TEA,0.748409243,122.8154386
2011,TEA,0.789966159,123.7857987
2012,TEA,0.883168966,124.8787767
2013,TEA,0.866371585,125.9648078
2014,TEA,0.821201434,126.9963228
2015,TEA,0.771393894,127.9758479
2016,TEA,0.754122571,128.9433563
2017,TEA,0.764153872,129.9292061
2018,TEA,0.647458504,130.7706449
2019,TEA,0.553531844,131.4944772
2020,TEA,0.454290197,132.0900221
2021,TEA,0.314505804,132.3799936
1960,TEC,..,..
1961,TEC,1.53006697,217.0503057
1962,TEC,1.500091619,220.3062591
1963,TEC,1.500810876,223.6126394
1964,TEC,1.490351331,226.9452534
1965,TEC,1.403533634,230.1305063
1966,TEC,1.182262735,232.8512536
1967,TEC,1.233866652,235.7243275
1968,TEC,1.198694254,238.5499415
1969,TEC,1.153598501,241.30185
1970,TEC,1.041433409,243.8148481
1971,TEC,1.038503942,246.3468749
1972,TEC,1.096719863,249.04861
1973,TEC,1.071948282,251.7182823
1974,TEC,1.066511959,254.4028879
1975,TEC,1.062651542,257.1063041
1976,TEC,1.113078799,259.9680999
1977,TEC,1.109691445,262.8529437
1978,TEC,1.067324306,265.658437
1979,TEC,1.009180839,268.3394111
1980,TEC,1.032679777,271.1104979
1981,TEC,0.990753752,273.7965353
1982,TEC,0.989254803,276.5050807
1983,TEC,1.007813571,279.2917364
1984,TEC,1.067918975,282.2743459
1985,TEC,1.053268408,285.2474524
1986,TEC,1.0271165,288.177276
1987,TEC,1.01367752,291.0984643
1988,TEC,0.95985782,293.8925957
1989,TEC,0.884708266,296.6960604
1990,TEC,0.646656576,298.614665
1991,TEC,0.496883521,300.075562
1992,TEC,0.395348585,18.99795376
1993,TEC,0.300736851,19.05819
1994,TEC,0.218754951,19.10390766
1995,TEC,0.15781642,19.13655751
1996,TEC,0.120926039,19.15997832
1997,TEC,0.071298608,19.17306
1998,TEC,0.022161552,19.17523125
1999,TEC,-0.019372617,19.16579616
2000,TEC,-0.05168571,19.1530449
2001,TEC,-0.073712511,19.13972857
2002,TEC,-0.066974721,19.12789671
2003,TEC,0.022608366,19.13215518
2004,TEC,0.052546331,19.14189481
