iso3,year,banking_crises,debt_crises,currency_crises,twin_crises,triple_crises
CRI,1978,,,,,
CRI,1979,,,,,
CRI,1980,,,,,
CRI,1981,,1,1,1,
CRI,1982,,1,,,
CRI,1983,,1,,,
CRI,1984,,1,,,
CRI,1985,,1,,,
CRI,1986,,1,,,
CRI,1987,1,1,,,
CRI,1988,1,1,,,
CRI,1989,1,1,,,
CRI,1990,1,1,,,
CRI,1991,1,1,1,,
CRI,1992,,1,,,
CRI,1993,,1,,,
CRI,1994,1,1,,,
CRI,1995,1,1,,,
CRI,1996,,1,,,
CRI,1997,,,,,
CRI,1998,,,,,
CRI,1999,,,,,
CRI,2000,,,,,
CRI,2001,,,,,
CRI,2002,,,,,
CRI,2003,,,,,
CRI,2004,,,,,
CRI,2005,,,,,
CRI,2006,,,,,
CRI,2007,,,,,
CRI,2008,,,,,
CRI,2009,,,,,
CRI,2010,,,,,
CRI,2011,,,,,
CRI,2012,,,,,
CRI,2013,,,,,
CRI,2014,,,,,
CRI,2015,,,,,
CRI,2016,,,,,
CRI,2017,,,,,
CRI,2018,,,,,
CRI,2019,,,,,
CUB,1950,,,,,
CUB,1951,,,,,
CUB,1952,,,,,
CUB,1953,,,,,
CUB,1954,,,,,
CUB,1955,,,,,
CUB,1956,,,,,
CUB,1957,,,,,
CUB,1958,,,,,
CUB,1959,,,,,
CUB,1960,,,,,
CUB,1961,,,,,
CUB,1962,,,,,
CUB,1963,,,,,
CUB,1964,,,,,
CUB,1965,,,,,
CUB,1966,,,,,
CUB,1967,,,,,
CUB,1968,,,,,
CUB,1969,,,,,
CUB,1970,,,,,
CUB,1971,,,,,
CUB,1972,,,,,
CUB,1973,,,,,
CUB,1974,,,,,
CUB,1975,,,,,
CUB,1976,,,,,
CUB,1977,,,,,
CUB,1978,,,,,
CUB,1979,,,,,
CUB,1980,,,,,
CUB,1981,,,,,
CUB,1982,,1,,,
CUB,1983,,1,,,
CUB,1984,,1,,,
CUB,1985,,1,,,
CUB,1986,,1,,,
CUB,1987,,1,,,
CUB,1988,,1,,,
CUB,1989,,1,,,
CUB,1990,,1,,,
CUB,1991,,1,,,
CUB,1992,,1,,,
CUB,1993,,1,,,
CUB,1994,,1,,,
CUB,1995,,1,,,
CUB,1996,,1,,,
CUB,1997,,1,,,
CUB,1998,,1,,,
CUB,1999,,1,,,
CUB,2000,,1,,,
CUB,2001,,1,,,
CUB,2002,,1,,,
CUB,2003,,1,,,
CUB,2004,,1,,,
CUB,2005,,1,,,
CUB,2006,,1,,,
CUB,2007,,1,,,
CUB,2008,,1,,,
CUB,2009,,1,,,
CUB,2010,,1,,,
CUB,2011,,1,,,
CUB,2012,,1,,,
CUB,2013,,1,,,
CUB,2014,,1,,,
CUB,2015,,1,,,
CUB,2016,,1,,,
CUB,2017,,1,,,
CUB,2018,,1,,,
CUB,2019,,,,,
CYM,1950,,,,,
CYM,1951,,,,,
CYM,1952,,,,,
CYM,1953,,,,,
CYM,1954,,,,,
CYM,1955,,,,,
CYM,1956,,,,,
CYM,1957,,,,,
CYM,1958,,,,,
CYM,1959,,,,,
CYM,1960,,,,,
CYM,1961,,,,,
CYM,1962,,,,,
CYM,1963,,,,,
CYM,1964,,,,,
CYM,1965,,,,,
CYM,1966,,,,,
CYM,1967,,,,,
CYM,1968,,,,,
CYM,1969,,,,,
CYM,1970,,,,,
CYM,1971,,,,,
CYM,1972,,,1,,
CYM,1973,,,,,
CYM,1974,,,,,
CYM,1975,,,,,
CYM,1976,,,,,
CYM,1977,,,,,
CYM,1978,,,,,
CYM,1979,,,,,
CYM,1980,,,,,
CYM,1981,,,,,
CYM,1982,,,,,
CYM,1983,,,,,
CYM,1984,,,,,
CYM,1985,,,,,
CYM,1986,,,,,
CYM,1987,,,,,
CYM,1988,,,,,
CYM,1989,,,,,
CYM,1990,,,,,
CYM,1991,,,,,
CYM,1992,,,,,
CYM,1993,,,,,
CYM,1994,,,,,
CYM,1995,,,,,
CYM,1996,,,,,
CYM,1997,,,,,
CYM,1998,,,,,
CYM,1999,,,,,
CYM,2000,,,,,
CYM,2001,,,,,
CYM,2002,,,,,
CYM,2003,,,,,
CYM,2004,,,,,
CYM,2005,,,,,
CYM,2006,,,,,
CYM,2007,,,,,
CYM,2008,,,,,
CYM,2009,,,,,
CYM,2010,,,,,
CYM,2011,,,,,
CYM,2012,,,,,
CYM,2013,,,,,
CYM,2014,,,,,
CYM,2015,,,,,
CYM,2016,,,,,
CYM,2017,,,,,
CYM,2018,,,,,
CYM,2019,,,,,
CYP,1950,,,,,
CYP,1951,,,,,
CYP,1952,,,,,
CYP,1953,,,,,
CYP,1954,,,,,
CYP,1955,,,,,
CYP,1956,,,,,
CYP,1957,,,,,
CYP,1958,,,,,
CYP,1959,,,,,
CYP,1960,,,,,
CYP,1961,,,,,
CYP,1962,,,,,
CYP,1963,,,,,
CYP,1964,,,,,
CYP,1965,,,,,
CYP,1966,,,,,
CYP,1967,,,,,
CYP,1968,,,,,
CYP,1969,,,,,
CYP,1970,,,,,
CYP,1971,,,,,
CYP,1972,,,,,
CYP,1973,,,,,
CYP,1974,,,,,
CYP,1975,,,,,
CYP,1976,,,,,
CYP,1977,,,,,
CYP,1978,,,,,
CYP,1979,,,,,
CYP,1980,,,,,
CYP,1981,,,,,
CYP,1982,,,,,
CYP,1983,,,,,
CYP,1984,,,,,
CYP,1985,,,,,
CYP,1986,,,,,
CYP,1987,,,,,
CYP,1988,,,,,
CYP,1989,,,,,
CYP,1990,,,,,
CYP,1991,,,,,
CYP,1992,,,,,
CYP,1993,,,,,
CYP,1994,,,,,
CYP,1995,,,,,
CYP,1996,,,,,
CYP,1997,,,,,
CYP,1998,,,,,
CYP,1999,,,,,
CYP,2000,,,,,
CYP,2001,,,,,
CYP,2002,,,,,
CYP,2003,,,,,
CYP,2004,,,,,
CYP,2005,,,,,
CYP,2006,,,,,
CYP,2007,,,,,
CYP,2008,,,,,
CYP,2009,,,,,
CYP,2010,,,,,
CYP,2011,1,,,,
CYP,2012,1,,,,
CYP,2013,1,1,,,
CYP,2014,1,,,,
CYP,2015,1,,,,
CYP,2016,,,,,
CYP,2017,,,,,
CYP,2018,,,,,
CYP,2019,,,,,
CZE,1950,,,,,
CZE,1951,,,,,
CZE,1952,,,,,
CZE,1953,,,,,
CZE,1954,,,,,
CZE,1955,,,,,
CZE,1956,,,,,
CZE,1957,,,,,
CZE,1958,,,,,
CZE,1959,,,,,
CZE,1960,,,,,
CZE,1961,,,,,
CZE,1962,,,,,
CZE,1963,,,,,
CZE,1964,,,,,
CZE,1965,,,,,
CZE,1966,,,,,
CZE,1967,,,,,
CZE,1968,,,,,
CZE,1969,,,,,
CZE,1970,,,,,
CZE,1971,,,,,
CZE,1972,,,,,
CZE,1973,,,,,
CZE,1974,,,,,
CZE,1975,,,,,
CZE,1976,,,,,
CZE,1977,,,,,
CZE,1978,,,,,
CZE,1979,,,,,
CZE,1980,,,,,
CZE,1981,,,,,
CZE,1982,,,,,
CZE,1983,,,,,
CZE,1984,,,,,
CZE,1985,,,,,
CZE,1986,,,,,
CZE,1987,,,,,
CZE,1988,,,,,
CZE,1989,,,,,
CZE,1990,,,,,
CZE,1991,,,,,
CZE,1992,,,,,
CZE,1993,,,,,
CZE,1994,,,,,
CZE,1995,,,,,
CZE,1996,1,,,,
CZE,1997,1,,,,
CZE,1998,1,,,,
CZE,1999,1,,,,
CZE,2000,1,,,,
CZE,2001,,,,,
CZE,2002,,,,,
CZE,2003,,,,,
CZE,2004,,,,,
CZE,2005,,,,,
CZE,2006,,,,,
CZE,2007,,,,,
CZE,2008,,,,,
CZE,2009,,,,,
CZE,2010,,,,,
CZE,2011,,,,,
CZE,2012,,,,,
CZE,2013,,,,,
CZE,2014,,,,,
CZE,2015,,,,,
CZE,2016,,,,,
CZE,2017,,,,,
CZE,2018,,,,,
CZE,2019,,,,,
DEU,1950,,,,,
DEU,1951,,,,,
DEU,1952,,,,,
DEU,1953,,,,,
DEU,1954,,,,,
DEU,1955,,,,,
DEU,1956,,,,,
DEU,1957,,,,,
DEU,1958,,,,,
DEU,1959,,,,,
DEU,1960,,,,,
DEU,1961,,,,,
DEU,1962,,,,,
DEU,1963,,,,,
DEU,1964,,,,,
DEU,1965,,,,,
DEU,1966,,,,,
DEU,1967,,,,,
DEU,1968,,,,,
DEU,1969,,,,,
DEU,1970,,,,,
DEU,1971,,,,,
DEU,1972,,,,,
DEU,1973,,,,,
DEU,1974,,,,,
DEU,1975,,,,,
DEU,1976,,,,,
DEU,1977,,,,,
DEU,1978,,,,,
DEU,1979,,,,,
DEU,1980,,,,,
DEU,1981,,,,,
DEU,1982,,,,,
DEU,1983,,,,,
DEU,1984,,,,,
DEU,1985,,,,,
DEU,1986,,,,,
DEU,1987,,,,,
DEU,1988,,,,,
DEU,1989,,,,,
DEU,1990,,,,,
DEU,1991,,,,,
DEU,1992,,,,,
DEU,1993,,,,,
DEU,1994,,,,,
DEU,1995,,,,,
DEU,1996,,,,,
DEU,1997,,,,,
DEU,1998,,,,,
DEU,1999,,,,,
DEU,2000,,,,,
DEU,2001,,,,,
DEU,2002,,,,,
DEU,2003,,,,,
DEU,2004,,,,,
DEU,2005,,,,,
DEU,2006,,,,,
DEU,2007,,,,,
DEU,2008,1,,,,
DEU,2009,1,,,,
DEU,2010,,,,,
DEU,2011,,,,,
DEU,2012,,,,,
DEU,2013,,,,,
DEU,2014,,,,,
DEU,2015,,,,,
DEU,2016,,,,,
DEU,2017,,,,,
DEU,2018,,,,,
DEU,2019,,,,,
DJI,1950,,,,,
DJI,1951,,,,,
DJI,1952,,,,,
DJI,1953,,,,,
DJI,1954,,,,,
DJI,1955,,,,,
DJI,1956,,,,,
DJI,1957,,,,,
DJI,1958,,,,,
DJI,1959,,,,,
DJI,1960,,,,,
DJI,1961,,,,,
DJI,1962,,,,,
DJI,1963,,,,,
DJI,1964,,,,,
DJI,1965,,,,,
DJI,1966,,,,,
DJI,1967,,,,,
DJI,1968,,,,,
DJI,1969,,,,,
DJI,1970,,,,,
DJI,1971,,,,,
DJI,1972,,,,,
DJI,1973,,,,,
DJI,1974,,,,,
DJI,1975,,,,,
DJI,1976,,,,,
DJI,1977,,,,,
DJI,1978,,,,,
DJI,1979,,,,,
DJI,1980,,,,,
DJI,1981,,,,,
DJI,1982,,,,,
DJI,1983,,,,,
DJI,1984,,,,,
DJI,1985,,,,,
DJI,1986,,,,,
DJI,1987,,,,,
DJI,1988,,,,,
DJI,1989,,,,,
DJI,1990,,,,,
DJI,1991,1,,,1,
DJI,1992,1,1,,1,
DJI,1993,1,1,,1,
DJI,1994,1,1,,1,
DJI,1995,1,1,,1,
DJI,1996,,1,,,
DJI,1997,,1,,,
DJI,1998,,1,,,
DJI,1999,,1,,,
DJI,2000,,1,,,
DJI,2001,,1,,,
DJI,2002,,1,,,
DJI,2003,,1,,,
DJI,2004,,1,,,
DJI,2005,,1,,,
DJI,2006,,1,,,
DJI,2007,,1,,,
DJI,2008,,1,,,
DJI,2009,,1,,,
DJI,2010,,1,,,
DJI,2011,,,,,
DJI,2012,,,,,
DJI,2013,,,,,
DJI,2014,,,,,
DJI,2015,,,,,
DJI,2016,,,,,
DJI,2017,,1,,,
DJI,2018,,1,,,
DJI,2019,,1,,,
DMA,1950,,,,,
DMA,1951,,,,,
DMA,1952,,,,,
DMA,1953,,,,,
DMA,1954,,,,,
DMA,1955,,,,,
DMA,1956,,,,,
DMA,1957,,,,,
DMA,1958,,,,,
DMA,1959,,,,,
DMA,1960,,,,,
DMA,1961,,,,,
DMA,1962,,,,,
DMA,1963,,,,,
DMA,1964,,,,,
DMA,1965,,,,,
DMA,1966,,,,,
DMA,1967,,,,,
DMA,1968,,,,,
DMA,1969,,,,,
DMA,1970,,,,,
DMA,1971,,,,,
DMA,1972,,,,,
DMA,1973,,,,,
DMA,1974,,,,,
DMA,1975,,,,,
DMA,1976,,,,,
DMA,1977,,,,,
DMA,1978,,,,,
DMA,1979,,,,,
DMA,1980,,,,,
DMA,1981,,,,,
DMA,1982,,,,,
DMA,1983,,,,,
DMA,1984,,,,,
DMA,1985,,,,,
DMA,1986,,,,,
DMA,1987,,,,,
DMA,1988,,,,,
DMA,1989,,,,,
DMA,1990,,,,,
DMA,1991,,,,,
DMA,1992,,,,,
DMA,1993,,,,,
DMA,1994,,,,,
DMA,1995,,,,,
DMA,1996,,,,,
DMA,1997,,,,,
DMA,1998,,,,,
DMA,1999,,,,,
DMA,2000,,,,,
DMA,2001,,,,,
DMA,2002,,1,,,
DMA,2003,,1,,,
DMA,2004,,1,,,
DMA,2005,,1,,,
DMA,2006,,1,,,
DMA,2007,,1,,,
DMA,2008,,1,,,
DMA,2009,,1,,,
DMA,2010,,1,,,
DMA,2011,,1,,,
DMA,2012,,1,,,
DMA,2013,,1,,,
DMA,2014,,1,,,
DMA,2015,,1,,,
DMA,2016,,1,,,
DMA,2017,,1,,,
DMA,2018,,1,,,
DMA,2019,,,,,
DNK,1950,,,,,
DNK,1951,,,,,
DNK,1952,,,,,
DNK,1953,,,,,
DNK,1954,,,,,
DNK,1955,,,,,
DNK,1956,,,,,
DNK,1957,,,,,
DNK,1958,,,,,
DNK,1959,,,,,
DNK,1960,,,,,
DNK,1961,,,,,
DNK,1962,,,,,
DNK,1963,,,,,
DNK,1964,,,,,
DNK,1965,,,,,
DNK,1966,,,,,
DNK,1967,,,,,
DNK,1968,,,,,
DNK,1969,,,,,
DNK,1970,,,,,
DNK,1971,,,,,
DNK,1972,,,,,
DNK,1973,,,,,
DNK,1974,,,,,
DNK,1975,,,,,
DNK,1976,,,,,
DNK,1977,,,,,
DNK,1978,,,,,
DNK,1979,,,,,
DNK,1980,,,,,
DNK,1981,,,,,
DNK,1982,,,,,
DNK,1983,,,,,
DNK,1984,,,,,
DNK,1985,,,,,
DNK,1986,,,,,
DNK,1987,,,,,
DNK,1988,,,,,
DNK,1989,,,,,
DNK,1990,,,,,
DNK,1991,,,,,
DNK,1992,,,,,
DNK,1993,,,,,
DNK,1994,,,,,
DNK,1995,,,,,
DNK,1996,,,,,
DNK,1997,,,,,
DNK,1998,,,,,
DNK,1999,,,,,
DNK,2000,,,,,
DNK,2001,,,,,
DNK,2002,,,,,
DNK,2003,,,,,
DNK,2004,,,,,
DNK,2005,,,,,
DNK,2006,,,,,
DNK,2007,,,,,
DNK,2008,1,,,,
DNK,2009,1,,,,
DNK,2010,,,,,
DNK,2011,,,,,
DNK,2012,,,,,
DNK,2013,,,,,
DNK,2014,,,,,
DNK,2015,,,,,
DNK,2016,,,,,
DNK,2017,,,,,
DNK,2018,,,,,
DNK,2019,,,,,
DOM,1950,,,,,
DOM,1951,,,,,
DOM,1952,,,,,
DOM,1953,,,,,
DOM,1954,,,,,
DOM,1955,,,,,
DOM,1956,,,,,
DOM,1957,,,,,
DOM,1958,,,,,
DOM,1959,,,,,
DOM,1960,,,,,
DOM,1961,,1,,,
DOM,1962,,1,,,
DOM,1963,,1,,,
DOM,1964,,1,,,
DOM,1965,,,,,
DOM,1966,,1,,,
DOM,1967,,1,,,
DOM,1968,,1,,,
DOM,1969,,1,,,
DOM,1970,,,,,
DOM,1971,,,,,
DOM,1972,,,,,
DOM,1973,,,,,
DOM,1974,,,,,
DOM,1975,,,,,
DOM,1976,,,,,
DOM,1977,,,,,
DOM,1978,,,,,
DOM,1979,,,,,
DOM,1980,,,,,
DOM,1981,,,,,
DOM,1982,,1,,,
DOM,1983,,1,,,
DOM,1984,,1,,,
DOM,1985,,1,1,,
DOM,1986,,1,,,
DOM,1987,,1,1,,
DOM,1988,,1,1,,
DOM,1989,,1,,,
DOM,1990,,1,1,,
DOM,1991,,1,1,,
DOM,1992,,1,,,
DOM,1993,,1,,,
DOM,1994,,1,,,
DOM,1995,,1,,,
DOM,1996,,1,,,
DOM,1997,,1,,,
DOM,1998,,1,,,
DOM,1999,,1,,,
DOM,2000,,,,,
DOM,2001,,,,,
DOM,2002,,,,,
DOM,2003,1,,1,1,
DOM,2004,1,,,,
DOM,2005,,,,,
DOM,2006,,,,,
DOM,2007,,,,,
DOM,2008,,,,,
DOM,2009,,,,,
DOM,2010,,,,,
DOM,2011,,,,,
DOM,2012,,,,,
DOM,2013,,,,,
DOM,2014,,,,,
DOM,2015,,,,,
DOM,2016,,,,,
DOM,2017,,,,,
DOM,2018,,,,,
DOM,2019,,,,,
DZA,1950,,,,,
DZA,1951,,,,,
DZA,1952,,,,,
DZA,1953,,,,,
DZA,1954,,,,,
DZA,1955,,,,,
DZA,1956,,,,,
DZA,1957,,,,,
DZA,1958,,,,,
DZA,1959,,,,,
DZA,1960,,,,,
DZA,1961,,,,,
DZA,1962,,,,,
DZA,1963,,,,,
DZA,1964,,,,,
DZA,1965,,,,,
DZA,1966,,,,,
DZA,1967,,,,,
DZA,1968,,,,,
DZA,1969,,,,,
DZA,1970,,,,,
DZA,1971,,,,,
DZA,1972,,,,,
DZA,1973,,,,,
DZA,1974,,,,,
DZA,1975,,,,,
DZA,1976,,,,,
DZA,1977,,,,,
DZA,1978,,,,,
DZA,1979,,,,,
DZA,1980,,,,,
DZA,1981,,,,,
DZA,1982,,,,,
DZA,1983,,,,,
DZA,1984,,,,,
DZA,1985,,,,,
DZA,1986,,,,,
DZA,1987,,,,,
DZA,1988,,,1,,
DZA,1989,,,,,
DZA,1990,1,,1,,1
DZA,1991,1,1,1,,1
DZA,1992,1,1,,,
DZA,1993,1,1,,,
DZA,1994,1,1,1,,
DZA,1995,,1,,,
DZA,1996,,1,,,
DZA,1997,,1,,,
DZA,1998,,1,,,
DZA,1999,,,,,
DZA,2000,,,,,
DZA,2001,,,,,
DZA,2002,,,,,
DZA,2003,,,,,
DZA,2004,,,,,
DZA,2005,,,,,
DZA,2006,,,,,
DZA,2007,,,,,
DZA,2008,,,,,
DZA,2009,,,,,
DZA,2010,,,,,
DZA,2011,,,,,
DZA,2012,,,,,
DZA,2013,,,,,
DZA,2014,,,,,
DZA,2015,,,,,
DZA,2016,,,,,
DZA,2017,,,,,
DZA,2018,,,,,
DZA,2019,,,,,
ECU,1950,,,,,
ECU,1951,,,,,
ECU,1952,,,,,
ECU,1953,,,,,
ECU,1954,,,,,
ECU,1955,,,,,
ECU,1956,,,,,
ECU,1957,,,,,
ECU,1958,,,,,
ECU,1959,,,,,
ECU,1960,,,,,
ECU,1961,,,,,
ECU,1962,,,,,
ECU,1963,,,,,
ECU,1964,,,,,
ECU,1965,,,,,
ECU,1966,,,,,
ECU,1967,,,,,
ECU,1968,,,,,
ECU,1969,,,,,
ECU,1970,,,1,,
ECU,1971,,,,,
ECU,1972,,,,,
ECU,1973,,,,,
ECU,1974,,,,,
ECU,1975,,,,,
ECU,1976,,,,,
ECU,1977,,,,,
ECU,1978,,,,,
ECU,1979,,,,,
ECU,1980,,,,,
ECU,1981,,,,,
ECU,1982,1,1,1,,1
ECU,1983,1,1,1,,1
ECU,1984,1,1,,,
ECU,1985,1,1,1,,
ECU,1986,1,1,1,,
ECU,1987,,1,,,
ECU,1988,,1,1,,
ECU,1989,,1,,,
ECU,1990,,1,,,
ECU,1991,,1,,,
ECU,1992,,1,1,,
ECU,1993,,1,,,
ECU,1994,,1,,,
ECU,1995,,1,,,
ECU,1996,,,,,
ECU,1997,,,,,
ECU,1998,1,,1,,1
ECU,1999,1,1,1,,1
ECU,2000,1,1,,,
ECU,2001,1,,,,
ECU,2002,1,,,,
ECU,2003,,,,,
ECU,2004,,,,,
ECU,2005,,,,,
ECU,2006,,,,,
ECU,2007,,,,,
ECU,2008,,1,,,
ECU,2009,,1,,,
ECU,2010,,,,,
ECU,2011,,,,,
ECU,2012,,,,,
ECU,2013,,,,,
ECU,2014,,,,,
ECU,2015,,,,,
ECU,2016,,,,,
ECU,2017,,,,,
ECU,2018,,,,,
ECU,2019,,,,,
EGY,1950,,,,,
EGY,1951,,,,,
EGY,1952,,,,,
EGY,1953,,,,,
EGY,1954,,,,,
EGY,1955,,,,,
EGY,1956,,,,,
EGY,1957,,,,,
EGY,1958,,,,,
EGY,1959,,,,,
EGY,1960,,,,,
EGY,1961,,,,,
EGY,1962,,,,,
EGY,1963,,,,,
EGY,1964,,1,,,
EGY,1965,,1,,,
EGY,1966,,1,,,
EGY,1967,,1,,,
EGY,1968,,1,,,
EGY,1969,,1,,,
EGY,1970,,1,,,
EGY,1971,,,,,
EGY,1972,,,,,
EGY,1973,,,,,
EGY,1974,,,,,
EGY,1975,,,,,
EGY,1976,,,,,
EGY,1977,,1,,,
EGY,1978,,,,,
EGY,1979,,1,1,,1
EGY,1980,1,1,,,1
EGY,1981,,1,,,
EGY,1982,,1,,,
EGY,1983,,1,,,
EGY,1984,,1,,,
EGY,1985,,1,,,
EGY,1986,,1,,,
EGY,1987,,1,,,
EGY,1988,,1,,,
EGY,1989,,1,1,,
EGY,1990,,1,1,,
EGY,1991,,1,1,,
EGY,1992,,1,,,
EGY,1993,,1,,,
EGY,1994,,1,,,
EGY,1995,,,,,
EGY,1996,,,,,
EGY,1997,,,,,
EGY,1998,,,,,
EGY,1999,,,,,
EGY,2000,,,,,
EGY,2001,,,,,
EGY,2002,,,,,
EGY,2003,,,1,,
EGY,2004,,,,,
EGY,2005,,,,,
EGY,2006,,,,,
EGY,2007,,,,,
EGY,2008,,,,,
EGY,2009,,,,,
EGY,2010,,,,,
EGY,2011,,,,,
EGY,2012,,,,,
EGY,2013,,,,,
EGY,2014,,,,,
EGY,2015,,,,,
EGY,2016,,,1,,
EGY,2017,,,1,,
EGY,2018,,,,,
EGY,2019,,,,,
ERI,1950,,,,,
ERI,1951,,,,,
ERI,1952,,,,,
ERI,1953,,,,,
ERI,1954,,,,,
ERI,1955,,,,,
ERI,1956,,,,,
ERI,1957,,,,,
ERI,1958,,,,,
ERI,1959,,,,,
ERI,1960,,,,,
ERI,1961,,,,,
ERI,1962,,,,,
ERI,1963,,,,,
ERI,1964,,,,,
ERI,1965,,,,,
ERI,1966,,,,,
ERI,1967,,,,,
ERI,1968,,,,,
ERI,1969,,,,,
ERI,1970,,,,,
ERI,1971,,,,,
ERI,1972,,,,,
ERI,1973,,,,,
ERI,1974,,,,,
ERI,1975,,,,,
ERI,1976,,,,,
ERI,1977,,,,,
ERI,1978,,,,,
ERI,1979,,,,,
ERI,1980,,,,,
ERI,1981,,,,,
ERI,1982,,,,,
ERI,1983,,,,,
ERI,1984,,,,,
ERI,1985,,,,,
ERI,1986,,,,,
ERI,1987,,,,,
ERI,1988,,,,,
ERI,1989,,,,,
ERI,1990,,,,,
ERI,1991,,,,,
ERI,1992,,,1,1,
ERI,1993,1,,1,1,
ERI,1994,,,,,
ERI,1995,,,,,
ERI,1996,,,,,
ERI,1997,,,,,
ERI,1998,,,,,
ERI,1999,,,,,
ERI,2000,,,,,
ERI,2001,,,1,1,
ERI,2002,,1,,1,
ERI,2003,,1,,,
ERI,2004,,1,,,
ERI,2005,,1,,,
ERI,2006,,1,,,
ERI,2007,,1,,,
ERI,2008,,1,,,
ERI,2009,,1,,,
ERI,2010,,1,,,
ERI,2011,,1,,,
ERI,2012,,1,,,
ERI,2013,,1,,,
ERI,2014,,1,,,
ERI,2015,,1,,,
ERI,2016,,1,,,
ERI,2017,,1,,,
ERI,2018,,1,,,
ERI,2019,,,,,
ESP,1950,,,,,
ESP,1951,,,,,
ESP,1952,,,,,
ESP,1953,,,,,
ESP,1954,,,,,
ESP,1955,,,,,
ESP,1956,,,,,
ESP,1957,,,,,
ESP,1958,,,,,
ESP,1959,,,,,
ESP,1960,,,,,
ESP,1961,,,,,
ESP,1962,,,,,
ESP,1963,,,,,
ESP,1964,,,,,
ESP,1965,,,,,
ESP,1966,,,,,
ESP,1967,,,,,
ESP,1968,,,,,
ESP,1969,,,,,
ESP,1970,,,,,
ESP,1971,,,,,
ESP,1972,,,,,
ESP,1973,,,,,
ESP,1974,,,,,
ESP,1975,,,,,
ESP,1976,,,,,
ESP,1977,1,,,,
ESP,1978,1,,,,
ESP,1979,1,,,,
ESP,1980,1,,,,
ESP,1981,1,,,,
ESP,1982,,,,,
ESP,1983,,,1,,
ESP,1984,,,,,
ESP,1985,,,,,
ESP,1986,,,,,
ESP,1987,,,,,
ESP,1988,,,,,
ESP,1989,,,,,
ESP,1990,,,,,
ESP,1991,,,,,
ESP,1992,,,,,
ESP,1993,,,,,
ESP,1994,,,,,
ESP,1995,,,,,
ESP,1996,,,,,
ESP,1997,,,,,
ESP,1998,,,,,
ESP,1999,,,,,
ESP,2000,,,,,
ESP,2001,,,,,
ESP,2002,,,,,
ESP,2003,,,,,
ESP,2004,,,,,
ESP,2005,,,,,
ESP,2006,,,,,
ESP,2007,,,,,
ESP,2008,1,,,,
ESP,2009,1,,,,
ESP,2010,1,,,,
ESP,2011,1,,,,
ESP,2012,1,,,,
ESP,2013,,,,,
ESP,2014,,,,,
ESP,2015,,,,,
ESP,2016,,,,,
ESP,2017,,,,,
ESP,2018,,,,,
ESP,2019,,,,,
EST,1950,,,,,
EST,1951,,,,,
EST,1952,,,,,
EST,1953,,,,,
EST,1954,,,,,
EST,1955,,,,,
EST,1956,,,,,
EST,1957,,,,,
EST,1958,,,,,
EST,1959,,,,,
EST,1960,,,,,
EST,1961,,,,,
EST,1962,,,,,
EST,1963,,,,,
EST,1964,,,,,
EST,1965,,,,,
EST,1966,,,,,
EST,1967,,,,,
EST,1968,,,,,
EST,1969,,,,,
EST,1970,,,,,
EST,1971,,,,,
EST,1972,,,,,
EST,1973,,,,,
EST,1974,,,,,
EST,1975,,,,,
EST,1976,,,,,
EST,1977,,,,,
EST,1978,,,,,
EST,1979,,,,,
EST,1980,,,,,
EST,1981,,,,,
EST,1982,,,,,
EST,1983,,,,,
EST,1984,,,,,
EST,1985,,,,,
EST,1986,,,,,
EST,1987,,,,,
EST,1988,,,,,
EST,1989,,,,,
EST,1990,,,,,
EST,1991,,,,,
EST,1992,1,,,,
EST,1993,1,,,,
EST,1994,1,,,,
EST,1995,,,,,
EST,1996,,,,,
EST,1997,,,,,
EST,1998,,,,,
EST,1999,,,,,
EST,2000,,,,,
EST,2001,,,,,
EST,2002,,,,,
EST,2003,,,,,
EST,2004,,,,,
EST,2005,,,,,
EST,2006,,,,,
EST,2007,,,,,
EST,2008,,,,,
EST,2009,,,,,
EST,2010,,,,,
EST,2011,,,,,
EST,2012,,,,,
EST,2013,,,,,
EST,2014,,,,,
EST,2015,,,,,
EST,2016,,,,,
EST,2017,,,,,
EST,2018,,,,,
EST,2019,,,,,
ETH,1950,,,,,
ETH,1951,,,,,
ETH,1952,,,,,
ETH,1953,,,,,
ETH,1954,,,,,
ETH,1955,,,,,
ETH,1956,,,,,
ETH,1957,,,,,
ETH,1958,,,,,
ETH,1959,,,,,
ETH,1960,,,,,
ETH,1961,,,,,
ETH,1962,,,,,
ETH,1963,,,,,
ETH,1964,,,,,
ETH,1965,,,,,
ETH,1966,,,,,
ETH,1967,,,,,
ETH,1968,,,,,
ETH,1969,,,,,
ETH,1970,,,,,
ETH,1971,,,,,
ETH,1972,,,,,
ETH,1973,,,,,
ETH,1974,,,,,
ETH,1975,,,,,
ETH,1976,,,,,
ETH,1977,,,,,
ETH,1978,,,,,
ETH,1979,,,,,
ETH,1980,,,,,
ETH,1981,,,,,
ETH,1982,,,,,
ETH,1983,,,,,
ETH,1984,,,,,
ETH,1985,,,,,
ETH,1986,,,,,
ETH,1987,,,,,
ETH,1988,,,,,
ETH,1989,,,,,
ETH,1990,,1,,,
ETH,1991,,1,,,
ETH,1992,,1,1,,
ETH,1993,,1,1,,
ETH,1994,,1,,,
ETH,1995,,1,,,
ETH,1996,,1,,,
ETH,1997,,1,,,
ETH,1998,,1,,,
ETH,1999,,1,,,
ETH,2000,,1,,,
